ID,NAME,CATEGORY,SUBCATEGORY,LON,LAT,SRID,WKT,INTERNATIONAL_NAME,STREET,WIKIPEDIA,PHONE,CITY,EMAIL,ALTERNATIVE_NAME,OPENING_HOURS,DESCRIPTION,WEBSITE,LAST_UPDATE,OPERATOR,POSTCODE,COUNTRY,FAX,IMAGE,HOUSENUMBER,OTHER_TAGS
node/26859540,Grande Italia,ACCOMMODATION,CAMPING,12.295278,45.223611,4326,POINT (12.295278000000001 45.223611000000005),,,,+39 41 405664,,,,,,,,,,,,,,"{""name"":""Grande Italia"",""tourism"":""camp_site"",""fee"":""yes""}"
node/26859569,Camping Jesolo International,ACCOMMODATION,CAMPING,12.5875,45.483889,4326,POINT (12.5875 45.483889000000005),,,,,,,,,,http://www.jesolointernational.it/,,,,,,,,"{""name"":""Camping Jesolo International"",""wheelchair"":""yes"",""toilets:wheelchair"":""yes"",""tourism"":""camp_site""}"
node/26859590,Lamar,ACCOMMODATION,CAMPING,11.048056,46.111111,4326,POINT (11.048056 46.111111),,Via Selva Faeda,,+39 0461 860423,,campeggio@laghidilar.com,,,,http://www.laghidilar.com/,,,38070,,,,15,"{""name"":""Lamar"",""name:it"":""Campeggio Laghi di Lamar"",""tourism"":""camp_site"",""name:en"":""Campeggio Laghi di Lamar"",""created_by"":""JOSM""}"
node/26859593,Le Maior,ACCOMMODATION,CAMPING,10.7423029,45.678374,4326,POINT (10.7423029 45.678374000000005),,,,,,,,,,,,,,,,,,"{""name"":""Le Maior"",""tourism"":""camp_site""}"
node/26859597,Lago Levico Camping Village,ACCOMMODATION,CAMPING,11.284722,46.007778,4326,POINT (11.284722 46.007778),,Loc Pleina,,,Levico Terme,info@campinglevico.com,,,,https://www.campinglevico.com/,,,38056,,,,,"{""payment:bitcoin"":""yes"",""payment:bitcoin:operator"":""inbitcoin.it"",""name"":""Lago Levico Camping Village"",""tourism"":""camp_site"",""currency:XBT"":""yes""}"
node/26859630,Markushof,ACCOMMODATION,CAMPING,11.166944,46.348056,4326,POINT (11.166944 46.348056),,,,,,,,,,,,,,,,,,"{""name"":""Markushof"",""tourism"":""camp_site"",""fixme"":""please check!""}"
node/26859670,Nuovo International Camping,ACCOMMODATION,CAMPING,12.3429535,44.3044011,4326,POINT (12.3429535 44.3044011),,Via Lord George Gordon Byron,,+39 0544 949014,,,,,,http://www.camping-international.it/Pages/Home.aspx,,,,,,,98,"{""name"":""Nuovo International Camping"",""tourism"":""camp_site""}"
node/26859680,Pai,ACCOMMODATION,CAMPING,10.724722,45.657222,4326,POINT (10.724722 45.657222000000004),,,,,,,,,,,,,,,,,,"{""name"":""Pai"",""tourism"":""camp_site"",""created_by"":""JOSM""}"
node/26859690,Perticara,ACCOMMODATION,CAMPING,12.243056,43.892778,4326,POINT (12.243056000000001 43.892778),,,,,,,,,,,,,,,,,,"{""name"":""Perticara"",""tourism"":""camp_site"",""created_by"":""JOSM""}"
node/26859712,Polsa,ACCOMMODATION,CAMPING,10.9454085,45.7803581,4326,POINT (10.945408500000001 45.7803581),,,,,,,,,,,,,,,,,,"{""name"":""Polsa"",""tourism"":""camp_site""}"
node/26859726,Querce,ACCOMMODATION,CAMPING,11.226944,44.249444,4326,POINT (11.226944000000001 44.249444000000004),,,,,,,,,,,,,,,,,,"{""name"":""Querce"",""tourism"":""camp_site"",""created_by"":""JOSM""}"
node/26859733,Residence Village,ACCOMMODATION,CAMPING,12.57427,45.4797805,4326,POINT (12.57427 45.479780500000004),,Via Francesco Baracca,,,Cavallino-Treporti,,,,,,,,30013,,,,47,"{""name"":""Residence Village"",""tourism"":""camp_site"",""quiet_time"":""13:00-15:00, 23:00-07:00""}"
node/26859744,Rivaverde,ACCOMMODATION,CAMPING,12.2833321,44.4725039,4326,POINT (12.2833321 44.4725039),,,,,,,,,,,,,,,,,,"{""name"":""Rivaverde"",""tourism"":""camp_site"",""created_by"":""Potlatch 0.5d""}"
node/26859754,Camping Romagna,ACCOMMODATION,CAMPING,12.343333,44.299444,4326,POINT (12.343333000000001 44.299444),,Viale Giacomo Matteotti,,+39 0544 949326,,,,,,www.campeggioromagna.com,,,48015,,,,190,"{""name"":""Camping Romagna"",""tourism"":""camp_site"",""stars"":""3""}"
node/26859798,Camping Serenissima,ACCOMMODATION,CAMPING,12.183173,45.4524857,4326,POINT (12.183173 45.452485700000004),,Via Padana,,,,,,,,,,,,,,,,"{""name"":""Camping Serenissima"",""tourism"":""camp_site""}"
node/26859813,Campeggio 'Spiaggia e Mare',ACCOMMODATION,CAMPING,12.238881,44.6902321,4326,POINT (12.238881000000001 44.6902321),,,,,,,,,,,,,,,,,,"{""name"":""Campeggio 'Spiaggia e Mare'"",""tourism"":""camp_site""}"
node/26859842,Camping Pra' delle Torri,ACCOMMODATION,CAMPING,12.8127049,45.5730973,4326,POINT (12.8127049 45.5730973),,,,,,,,,,,,,,,,,,"{""wheelchair"":""yes"",""toilets:wheelchair"":""yes"",""internet_access"":""wlan"",""fee"":""yes"",""internet_access:fee"":""yes"",""name"":""Camping Pra' delle Torri"",""tourism"":""camp_site""}"
node/26859874,Camping Vicenza,ACCOMMODATION,CAMPING,11.602222,45.517778,4326,POINT (11.602222000000001 45.517778),,,,,,,,,,,,,,,,,,"{""name"":""Camping Vicenza"",""tourism"":""camp_site"",""created_by"":""JOSM""}"
node/26859875,Vidor,ACCOMMODATION,CAMPING,11.7073597,46.4205381,4326,POINT (11.707359700000001 46.4205381),,,,+39 0462 760022,,,,,,https://www.campingvidor.it/,,,,,,,,"{""note"":""ele from http://www.openstreetmap.org/note/56346"",""internet_access"":""yes"",""name"":""Vidor"",""tourism"":""camp_site"",""stars"":""5"",""ele"":""1800""}"
node/26859878,Villa al Mare,ACCOMMODATION,CAMPING,12.5815298,45.479754,4326,POINT (12.5815298 45.479754),,,,,,,,,,,,,,,,,,"{""name"":""Villa al Mare"",""tourism"":""camp_site"",""stars"":""3""}"
node/26862480,Alpe di Succiso,TOURISM,PEAK,10.1955113,44.3327854,4326,POINT (10.195511300000001 44.332785400000006),,,it:Alpe di Succiso,,,,,,,,,,,,,,,"{""PDOP"":""1.87"",""natural"":""peak"",""importance"":""regional"",""name"":""Alpe di Succiso"",""source"":""survey"",""wikidata"":""Q1810954"",""ele"":""2016""}"
node/26862538,Becco di Filadonna,TOURISM,PEAK,11.1934654,45.9636324,4326,POINT (11.193465400000001 45.9636324),,,it:Becco di Filadonna,,,,,,,,,,,,,,,"{""name"":""Becco di Filadonna"",""natural"":""peak"",""wikidata"":""Q813568"",""ele"":""2150""}"
node/26862539,Bechei di Sopra,TOURISM,PEAK,12.0444775,46.6077439,4326,POINT (12.044477500000001 46.6077439),,,,,,,,,,,,,,,,,,"{""name"":""Bechei di Sopra"",""natural"":""peak"",""ele"":""2794""}"
node/26862661,Kesselkogel - Catinaccio d'Antermoia,TOURISM,PEAK,11.6438283,46.4740893,4326,POINT (11.643828300000001 46.4740893),,,de:Kesselkogel,,,,,,,,,,,,,,,"{""name:de"":""Kesselkogel"",""natural"":""peak"",""name"":""Kesselkogel - Catinaccio d'Antermoia"",""name:it"":""Catinaccio d'Antermoia"",""summit:cross"":""yes"",""wikidata"":""Q499252"",""ele"":""3004""}"
node/26862684,Cima Ambrizzola,TOURISM,PEAK,12.0980556,46.4791667,4326,POINT (12.0980556 46.4791667),,,,,,,,,,,,,,,,,,"{""name"":""Cima Ambrizzola"",""natural"":""peak"",""man_made"":""survey_point"",""ele"":""2715""}"
node/26862686,Cima Bastioni,TOURISM,PEAK,12.2678531,46.4851159,4326,POINT (12.2678531 46.485115900000004),,,,,,,Cima Bastion,,,,,,,,,,,"{""name"":""Cima Bastioni"",""natural"":""peak"",""ele"":""2926""}"
node/26862689,Cima Brenta,TOURISM,PEAK,10.900036,46.1797021,4326,POINT (10.900036 46.1797021),,,it:Cima Brenta,,,,,,,,,,,,,,,"{""natural"":""peak"",""name"":""Cima Brenta"",""wikidata"":""Q221844"",""ele"":""3151"",""prominence"":""1496""}"
node/26862691,Cima Cadin di San Lucano,TOURISM,PEAK,12.2882724,46.5776149,4326,POINT (12.2882724 46.5776149),,,,,,,,,,,,,,,,,,"{""name"":""Cima Cadin di San Lucano"",""natural"":""peak"",""ele"":""2839""}"
node/26862693,Cima d'Asta,TOURISM,PEAK,11.6052937,46.1766183,4326,POINT (11.6052937 46.1766183),,,it:Cima d'Asta,,,,,,,,,,,,,,,"{""natural"":""peak"",""name"":""Cima d'Asta"",""summit:cross"":""yes"",""wikidata"":""Q501840"",""ele"":""2847""}"
node/26862695,Cima dei Preti,TOURISM,PEAK,12.4210592,46.3423245,4326,POINT (12.4210592 46.342324500000004),,,it:Cima dei Preti,,,,,,,,,,,,,,,"{""natural"":""peak"",""name"":""Cima dei Preti"",""loc_name"":""Mont dei Preves"",""wikidata"":""Q936906"",""ele"":""2707"",""prominence"":""1420""}"
node/26862698,Cima della Vezzana,TOURISM,PEAK,11.8297409,46.2899137,4326,POINT (11.829740900000001 46.2899137),,,it:Vezzana,,,,,,,,,,,,,,,"{""natural"":""peak"",""importance"":""national"",""name"":""Cima della Vezzana"",""wikidata"":""Q1092027"",""ele"":""3192"",""prominence"":""1273""}"
node/26862704,Cima Dodici,TOURISM,PEAK,11.4680336,45.9976856,4326,POINT (11.4680336 45.997685600000004),,,it:Cima XII,,,,,,,,,,,,,,,"{""wikipedia:de"":""Cima Dodici"",""natural"":""peak"",""name"":""Cima Dodici"",""wikidata"":""Q937014"",""ele"":""2337"",""prominence"":""1874""}"
node/26862706,Cima Mora,TOURISM,PEAK,12.3431523,46.240557,4326,POINT (12.343152300000002 46.240557),,,,,,,,,,,,,,,,,,"{""name"":""Cima Mora"",""natural"":""peak"",""ele"":""1940""}"
node/26862707,Cima Palon,TOURISM,PEAK,11.1765372,45.7922301,4326,POINT (11.1765372 45.792230100000005),,,it:Cima Palon,,,,Monte Pasubio,,,,,,,,,,,"{""natural"":""peak"",""name"":""Cima Palon"",""wikidata"":""Q3676757"",""ele"":""2232"",""prominence"":""1070""}"
node/26862708,Cima Pape,TOURISM,PEAK,11.9283766,46.3343734,4326,POINT (11.9283766 46.334373400000004),,,,,,,Sanson,,,,,,,,,,,"{""name"":""Cima Pape"",""natural"":""peak"",""ele"":""2503""}"
node/26862709,Punta di mezzodì,TOURISM,PEAK,11.1380772,45.731185,4326,POINT (11.138077200000001 45.731185),,,,,,,,,,,,,,,,,,"{""name"":""Punta di mezzodì"",""natural"":""peak"",""ele"":""1858""}"
node/26862710,Cima Presanella,TOURISM,PEAK,10.6641189,46.2199321,4326,POINT (10.6641189 46.2199321),,,it:Cima Presanella,,,,,,,,,,,,,,,"{""name:de"":""Cima Presanella"",""natural"":""peak"",""name"":""Cima Presanella"",""name:it"":""Cima Presanella"",""summit:cross"":""yes"",""wikidata"":""Q2094363"",""ele"":""3556"",""prominence"":""1676""}"
node/26862711,Rollspitze - Cima Rolle,TOURISM,PEAK,11.5077778,46.9463889,4326,POINT (11.507777800000001 46.9463889),,,,,,,,,,,,,,,,,,"{""name"":""Rollspitze - Cima Rolle"",""name:it"":""Cima Rolle"",""name:de"":""Rollspitze"",""natural"":""peak"",""ele"":""2800""}"
node/26862712,Cima Tosa,TOURISM,PEAK,10.8711276,46.1565222,4326,POINT (10.871127600000001 46.156522200000005),,,it:Cima Tosa,,,,,,,,,,,,,,,"{""natural"":""peak"",""name"":""Cima Tosa"",""wikidata"":""Q594670"",""ele"":""3136"",""prominence"":""1521""}"
node/26862713,Cima Undici,TOURISM,PEAK,12.3783333,46.6363889,4326,POINT (12.378333300000001 46.6363889),,,it:Cima Undici,,,,,,,,,,,,,,,"{""name:de"":""Elferkofel"",""natural"":""peak"",""name"":""Cima Undici"",""name:it"":""Cima Undici"",""wikidata"":""Q628931"",""ele"":""3090""}"
node/26862714,Cima Valdritta (Monte Baldo),TOURISM,PEAK,10.8438832,45.7263915,4326,POINT (10.8438832 45.726391500000005),,,,,,,,,,,,,,,,,,"{""name"":""Cima Valdritta (Monte Baldo)"",""natural"":""peak"",""ele"":""2218"",""prominence"":""1950""}"
node/26862717,Cimon del Froppa,TOURISM,PEAK,12.3404365,46.5073978,4326,POINT (12.340436500000001 46.5073978),,,it:Cimon del Froppa,,,,,,,,,,,,,,,"{""name"":""Cimon del Froppa"",""natural"":""peak"",""wikidata"":""Q3676992"",""ele"":""2932""}"
node/26862722,Col de Moi,TOURISM,PEAK,12.1282696,46.0017095,4326,POINT (12.128269600000001 46.001709500000004),,,,,,,,,,,,,,,,,,"{""name"":""Col de Moi"",""natural"":""peak"",""ele"":""1358""}"
node/26862723,Col Nudo,TOURISM,PEAK,12.403342,46.227435,4326,POINT (12.403342 46.227435),,,it:Col Nudo,,,,,,,,,,,,,,,"{""natural"":""peak"",""name"":""Col Nudo"",""name:fur"":""Cuel Nût"",""wikidata"":""Q1107329"",""ele"":""2471"",""prominence"":""1645""}"
node/26862726,Hochgall - Monte Collalto,TOURISM,PEAK,12.1397222,46.9108333,4326,POINT (12.139722200000001 46.9108333),,,it:Monte Collalto,,,,,,,,,,,,,,,"{""name:de"":""Hochgall"",""natural"":""peak"",""name"":""Hochgall - Monte Collalto"",""name:it"":""Monte Collalto"",""wikidata"":""Q668394"",""ele"":""3436"",""prominence"":""1148""}"
node/26862734,Monte Cornetto,TOURISM,PEAK,11.0317717,45.9880488,4326,POINT (11.0317717 45.9880488),,,,,,,,,,,,,,,,,,"{""natural"":""peak"",""source:prominence"":""https://www.ii.uib.no/~petter/mountains/italy.html"",""importance"":""regional"",""name"":""Monte Cornetto"",""ele"":""2178"",""prominence"":""1685""}"
node/26862737,Schwarzhorn - Corno Nero,TOURISM,PEAK,11.454503,46.3347755,4326,POINT (11.454503 46.334775500000006),,,it:Corno Nero (Dolomiti),,,,,,,,,,,,,,,"{""name:de"":""Schwarzhorn"",""natural"":""peak"",""importance"":""urban"",""name"":""Schwarzhorn - Corno Nero"",""name:it"":""Corno Nero"",""summit:cross"":""yes"",""name:en"":""Schwarzhorn   Corno Nero"",""wikidata"":""Q1332805"",""ele"":""2439""}"
node/26862751,Croda dei Toni,TOURISM,PEAK,12.3597222,46.6191667,4326,POINT (12.3597222 46.6191667),,,it:Croda dei Toni,,,,,,,,,,,,,,,"{""name:de"":""Zwölferkofel"",""natural"":""peak"",""name"":""Croda dei Toni"",""name:it"":""Croda dei Toni"",""wikidata"":""Q245219"",""ele"":""3095""}"
node/26862752,Hohe Gaisl - Croda Rossa,TOURISM,PEAK,12.1436111,46.6347222,4326,POINT (12.143611100000001 46.634722200000006),,,it:Croda Rossa d'Ampezzo,,,,,,,,,,,,,,,"{""name:de"":""Hohe Gaisl"",""natural"":""peak"",""name"":""Hohe Gaisl - Croda Rossa"",""name:it"":""Croda Rossa d'Ampezzo"",""source"":""wikipedia"",""name:lld"":""Crep Checio"",""wikidata"":""Q3506451"",""ele"":""3140"",""prominence"":""1133""}"
node/26862898,Furchetta,TOURISM,PEAK,11.7736588,46.612156,4326,POINT (11.773658800000002 46.612156000000006),,,it:Furchetta,,,,,,,,,,,,,,,"{""name:de"":""Furchetta"",""natural"":""peak"",""name"":""Furchetta"",""name:it"":""Furchetta"",""name:lld"":""Furchёta"",""wikidata"":""Q626693"",""ele"":""3025""}"
node/26862924,Gartnerkofel Südgipfel,TOURISM,PEAK,13.3073187,46.5697773,4326,POINT (13.307318700000001 46.569777300000005),,,de:Gartnerkofel,,,,,,,,,,,,,,,"{""note:de"":""Südgipfel"",""natural"":""peak"",""name"":""Gartnerkofel Südgipfel"",""wikidata"":""Q874987"",""ele"":""2154""}"
node/26863151,Hintere Schwärze,TOURISM,PEAK,10.9146852,46.7734046,4326,POINT (10.914685200000001 46.773404600000006),,,it:Cima Nera (Alpi Venoste),,,,,,,,,,,,,,,"{""name:de"":""Hintere Schwärze"",""natural"":""peak"",""name"":""Hintere Schwärze"",""name:it"":""Cima Nera"",""source"":""basemap.at"",""wikidata"":""Q427549"",""ele"":""3624"",""prominence"":""805""}"
node/26863279,Jôf di Miezegnot,TOURISM,PEAK,13.453627,46.476688,4326,POINT (13.453627000000001 46.476688),,,it:Jof di Miezegnot,,,,,,,,,,,,,,,"{""name:de"":""Malborgether Mittagskofel"",""natural"":""peak"",""name"":""Jôf di Miezegnot"",""name:it"":""Jôf di Miezegnot"",""summit:cross"":""yes"",""name:sl"":""Poldnašnja špica"",""summit:register"":""yes"",""wikidata"":""Q3808777"",""ele"":""2087""}"
node/26863280,Jôf di Montasio,TOURISM,PEAK,13.4339244,46.4357605,4326,POINT (13.4339244 46.4357605),,,it:Jôf di Montasio,,,,,,,,,,,,,,,"{""natural"":""peak"",""man_made"":""campanile"",""alt_name:sl"":""Špik nad Policami"",""name:sl"":""Montaž"",""old_name:de"":""Bramkofel"",""name:de"":""Montasch"",""name"":""Jôf di Montasio"",""summit:cross"":""yes"",""name:fur"":""Jôf dal Montâs"",""wikidata"":""Q1759191"",""ele"":""2754"",""prominence"":""1596""}"
node/26863316,Kanin / Canin,TOURISM,PEAK,13.4390292,46.360145,4326,POINT (13.4390292 46.360145),,,it:Monte Canin,,,,Monte Canin Alto,,,,,,,,,,,"{""natural"":""peak"",""name:sl"":""Kanin"",""name"":""Kanin / Canin"",""name:it"":""Canin"",""summit:cross"":""yes"",""loc_name"":""Ćanïn"",""summit:register"":""yes"",""name:fur"":""La Mont Cjanìne"",""wikidata"":""Q1723772"",""ele"":""2587"",""prominence"":""1403""}"
node/26863323,Kapinberg / Monte Capin di ponente,TOURISM,PEAK,13.569172,46.5396812,4326,POINT (13.569172 46.539681200000004),,,,,,,,,,,,,,,,,,"{""name:de"":""Kapinberg"",""natural"":""peak"",""name"":""Kapinberg / Monte Capin di ponente"",""name:it"":""Monte Capin di ponente"",""name:fur"":""Capìn"",""ele"":""1735""}"
node/26863478,La Marzola,TOURISM,PEAK,11.1874892,46.0319501,4326,POINT (11.1874892 46.0319501),,,it:Marzola,,,,,,,,,,,,,,,"{""natural"":""peak"",""importance"":""regional"",""name"":""La Marzola"",""wikidata"":""Q3850579"",""ele"":""1737"",""prominence"":""1055""}"
node/26863482,La Paganella,TOURISM,PEAK,11.0374405,46.1432672,4326,POINT (11.0374405 46.143267200000004),,,it:Paganella,,,,,,,,,,,,,,,"{""natural"":""peak"",""importance"":""regional"",""name"":""La Paganella"",""wikidata"":""Q2046117"",""ele"":""2125"",""prominence"":""1099""}"
node/26863488,Schiara,TOURISM,PEAK,12.1822222,46.23,4326,POINT (12.1822222 46.230000000000004),,,it:Schiara,,,,,,,,,,,,,,,"{""name"":""Schiara"",""natural"":""peak"",""wikidata"":""Q3861991"",""ele"":""2565""}"
node/26863713,Cima Campo,TOURISM,PEAK,11.6879398,45.9998035,4326,POINT (11.6879398 45.999803500000006),,,,,,,,,,,,,,,,,,"{""name"":""Cima Campo"",""natural"":""peak"",""ele"":""1512""}"
node/26863784,Monte Altissimo di Nago,TOURISM,PEAK,10.8888535,45.8100909,4326,POINT (10.888853500000002 45.810090900000006),,,it:Monte Altissimo di Nago,,,,,,,,,,,,,,,"{""name"":""Monte Altissimo di Nago"",""natural"":""peak"",""wikidata"":""Q2448521"",""ele"":""2079""}"
node/26863785,Monte Amariana,TOURISM,PEAK,13.0803831,46.400662,4326,POINT (13.0803831 46.400662000000004),,,it:Monte Amariana,,,,,,,,,,,,,,,"{""natural"":""peak"",""name"":""Monte Amariana"",""summit:register"":""yes"",""name:fur"":""Mariane"",""wikidata"":""Q1092929"",""ele"":""1905""}"
node/26863797,Monte Bivera,TOURISM,PEAK,12.6419964,46.4413775,4326,POINT (12.6419964 46.4413775),,,it:Monte Bìvera,,,,,,,,,,,,,,,"{""natural"":""peak"",""name"":""Monte Bivera"",""summit:cross"":""yes"",""loc_name"":""Beisplkouvl;Mittertochkogel"",""summit:register"":""yes"",""name:fur"":""La Bivare"",""wikidata"":""Q3548146"",""ele"":""2474""}"
node/26863799,Monte Brentoni (Cima di mezzo),TOURISM,PEAK,12.5658983,46.5125311,4326,POINT (12.5658983 46.512531100000004),,,it:Monte Brentoni,,,,,,,,,,,,,,,"{""natural"":""peak"",""name"":""Monte Brentoni (Cima di mezzo)"",""wikidata"":""Q3861253"",""ele"":""2545"",""prominence"":""1017""}"
node/26863801,Monte Cadria,TOURISM,PEAK,10.6983253,45.9385884,4326,POINT (10.6983253 45.9385884),,,it:Monte Cadria,,,,Monte Geometra,,,,,,,,,,,"{""natural"":""peak"",""name"":""Monte Cadria"",""wikidata"":""Q1545440"",""ele"":""2250"",""prominence"":""1434""}"
node/26863811,Monte Caplone,TOURISM,PEAK,10.641351,45.8021777,4326,POINT (10.641351 45.8021777),,,it:Monte Caplone,,,,Cima della Guardia,,,,,,,,,,,"{""natural"":""peak"",""name"":""Monte Caplone"",""wikidata"":""Q3861306"",""ele"":""1976"",""prominence"":""1234""}"
node/26863820,Monte Cesen,TOURISM,PEAK,12.0113763,45.9459356,4326,POINT (12.0113763 45.945935600000006),,,it:Monte Cesen,,,,,,,,,,,,,,,"{""natural"":""peak"",""name"":""Monte Cesen"",""summit:cross"":""yes"",""wikidata"":""Q1672403"",""ele"":""1570""}"
node/26863823,Monte Cevedale,TOURISM,PEAK,10.6165899,46.4436507,4326,POINT (10.616589900000001 46.443650700000006),,,it:Monte Cevedale,,,,,,,,,,,,,,,"{""natural"":""peak"",""name"":""Monte Cevedale"",""summit:cross"":""yes"",""wikidata"":""Q1287528"",""ele"":""3769""}"
node/26863824,Monte Chiadin (cima ovest),TOURISM,PEAK,12.738573,46.5972591,4326,POINT (12.738573 46.5972591),,,,,,,Monte Ciadin,,,,,,,,,,,"{""name:de"":""Kadin Kofel"",""natural"":""peak"",""name"":""Monte Chiadin (cima ovest)"",""summit:cross"":""yes"",""inscription"":""APH 7.10.93 Sciauge olbm oar!"",""loc_name"":""Kór"",""summit:register"":""no"",""name:fur"":""Cjadìn"",""ele"":""2287""}"
node/26863825,Cjampon,TOURISM,PEAK,13.1811838,46.2945179,4326,POINT (13.181183800000001 46.2945179),,,it:Monte Chiampon,,,,Monte Chiampon,,,,,,,,,,,"{""natural"":""peak"",""name"":""Cjampon"",""summit:cross"":""yes"",""name:sl"":""Veliki Karman"",""summit:register"":""yes"",""wikidata"":""Q3861442"",""ele"":""1709""}"
node/26863828,Monte Cimone,TOURISM,PEAK,10.7002815,44.193672,4326,POINT (10.700281500000001 44.193672),,,it:Monte Cimone,,,,,,,,,,,,,,,"{""natural"":""peak"",""importance"":""regional"",""name"":""Monte Cimone"",""name:sl"":""Strma Peč"",""wikidata"":""Q1945818"",""ele"":""2165"",""prominence"":""1577""}"
node/26863830,Monte Civetta,TOURISM,PEAK,12.0533469,46.3801303,4326,POINT (12.053346900000001 46.380130300000005),,,,,,,,,,,,,,,,,,"{""name"":""Monte Civetta"",""summit:cross"":""yes"",""natural"":""peak"",""ele"":""3220"",""prominence"":""1454""}"
node/26863834,Monte Cornaget,TOURISM,PEAK,12.5844444,46.3119444,4326,POINT (12.5844444 46.3119444),,,it:Cornaget,,,,,,,,,,,,,,,"{""natural"":""peak"",""name"":""Monte Cornaget"",""name:fur"":""Cornagjet"",""wikidata"":""Q3693647"",""ele"":""2323""}"
node/26863835,Monte Cornetto,TOURISM,PEAK,12.4170623,46.274263,4326,POINT (12.417062300000001 46.274263000000005),,,,,,,,,,,,,,,,,,"{""name"":""Monte Cornetto"",""natural"":""peak"",""ele"":""1793""}"
node/26863836,Monte Corno - Trudner Horn,TOURISM,PEAK,11.3238241,46.2898752,4326,POINT (11.323824100000001 46.289875200000004),,,it:Monte Corno (Bolzano),,,,,,,,,,,,,,,"{""name:de"":""Trudner Horn"",""natural"":""peak"",""name"":""Monte Corno - Trudner Horn"",""name:it"":""Monte Corno"",""wikidata"":""Q2456159"",""ele"":""1781""}"
node/26863839,Monte Creta Forata,TOURISM,PEAK,12.7363557,46.5426414,4326,POINT (12.7363557 46.5426414),,,it:Creta Forata,,,,,,,,,,,,,,,"{""name:de"":""Preitkofel"",""natural"":""peak"",""name"":""Monte Creta Forata"",""summit:cross"":""yes"",""loc_name"":""Cret Grant di Flaudona"",""summit:register"":""yes"",""name:fur"":""Crete Foràde"",""wikidata"":""Q2271750"",""ele"":""2462""}"
node/26863840,Monte Cristallo,TOURISM,PEAK,12.2005443,46.5754463,4326,POINT (12.2005443 46.5754463),,,it:Monte Cristallo,,,,,,,,,,,,,,,"{""name:de"":""Kristallberg"",""natural"":""peak"",""name"":""Monte Cristallo"",""wikidata"":""Q1945814"",""ele"":""3221"",""prominence"":""1416""}"
node/26863844,Monte Cuar,TOURISM,PEAK,12.9966589,46.2744496,4326,POINT (12.996658900000002 46.274449600000004),,,,,,,,,,,,,,,,,,"{""name"":""Monte Cuar"",""natural"":""peak"",""name:fur"":""Mont di Cuàr"",""ele"":""1478""}"
